t,type,direction,price,mid,pnl,is_win
460,noise,buy,100.20760897383913,100.27760897383914,-0.07000000000000739,False
461,noise,buy,100.41408148713077,100.47408148713077,-0.060000000000002274,False
463,informed,buy,100.35763529152867,100.40763529152868,-0.05000000000001137,False
464,informed,buy,100.3890332826021,100.4290332826021,-0.04000000000000625,False
466,noise,buy,100.3657035176797,100.3957035176797,-0.030000000000001137,False
467,noise,sell,100.23712018768406,100.45712018768405,0.21999999999999886,True
468,noise,sell,100.3028709586888,100.53287095868879,0.22999999999998977,True
469,noise,sell,100.23982084392775,100.47982084392774,0.23999999999999488,True
470,noise,sell,100.17223901986327,100.42223901986327,0.25,True
471,noise,buy,100.3347338501481,100.3947338501481,-0.060000000000002274,False
472,noise,sell,99.91454173367454,100.16454173367454,0.25,True
473,noise,sell,99.7530226274547,100.01302262745469,0.2599999999999909,True
474,noise,sell,99.87971005419915,100.14971005419915,0.269999999999996,True
475,noise,buy,100.23420682554926,100.31420682554928,-0.0800000000000125,False
476,noise,buy,100.21930322159363,100.28930322159364,-0.07000000000000739,False
477,noise,buy,100.28695891789921,100.34695891789922,-0.060000000000002274,False
479,noise,sell,100.4359720141991,100.6859720141991,0.25,True
480,noise,buy,100.73792950534255,100.79792950534255,-0.060000000000002274,False
481,noise,sell,100.53513774619448,100.78513774619448,0.25,True
483,noise,buy,100.46893907010869,100.52893907010869,-0.060000000000002274,False
484,noise,sell,100.29928543369542,100.54928543369542,0.25,True
485,noise,sell,100.21365035916699,100.47365035916698,0.2599999999999909,True
486,noise,sell,100.06142498820722,100.33142498820722,0.269999999999996,True
488,noise,buy,100.07861289942151,100.15861289942153,-0.0800000000000125,False
489,noise,buy,100.25732706292878,100.32732706292879,-0.07000000000000739,False
490,informed,buy,100.35549103862373,100.41549103862373,-0.060000000000002274,False
491,informed,buy,100.36469377449205,100.41469377449206,-0.05000000000001137,False
492,noise,buy,100.52268818838107,100.56268818838107,-0.04000000000000625,False
494,noise,buy,100.454296599013,100.484296599013,-0.030000000000001137,False
495,noise,buy,100.61660900673996,100.63660900673997,-0.020000000000010232,False
496,noise,buy,100.68050001110844,100.69050001110844,-0.010000000000005116,False
497,noise,sell,100.38677539567581,100.5867753956758,0.19999999999998863,True
498,noise,sell,100.35774152786745,100.56774152786744,0.20999999999999375,True
