t,type,direction,price,mid,pnl,is_win
413,noise,buy,100.37282435848445,100.45282435848446,-0.0800000000000125,False
414,noise,buy,100.51059204067431,100.58059204067432,-0.07000000000000739,False
415,noise,sell,100.3538234418723,100.61382344187228,0.2599999999999909,True
417,noise,sell,100.42408998576889,100.69408998576888,0.269999999999996,True
418,noise,sell,100.42565744919817,100.70565744919817,0.28000000000000114,True
419,noise,sell,100.53358716760457,100.82358716760456,0.28999999999999204,True
420,noise,buy,100.73033901574556,100.83033901574557,-0.10000000000000853,False
422,noise,sell,100.92194789247809,101.21194789247808,0.28999999999999204,True
423,noise,sell,100.88705147763018,101.18705147763018,0.29999999999999716,True
424,noise,sell,100.97420857272563,101.28420857272562,0.30999999999998806,True
426,informed,buy,101.36560932343735,101.48560932343736,-0.12000000000000455,False
427,noise,buy,101.27911697737935,101.38911697737935,-0.10999999999999943,False
428,noise,buy,101.35772212337918,101.45772212337918,-0.10000000000000853,False
429,noise,sell,101.27356457206415,101.56356457206414,0.28999999999999204,True
431,noise,buy,101.16936477215525,101.26936477215526,-0.10000000000000853,False
433,noise,sell,100.7485008709348,101.0385008709348,0.28999999999999204,True
434,noise,sell,100.8102550965144,101.1102550965144,0.29999999999999716,True
435,noise,buy,101.15049080172399,101.26049080172399,-0.10999999999999943,False
436,noise,buy,101.16790027976596,101.26790027976597,-0.10000000000000853,False
437,noise,sell,101.1407618343231,101.43076183432309,0.28999999999999204,True
438,noise,sell,100.99275168850161,101.29275168850161,0.29999999999999716,True
439,noise,buy,101.01241344456609,101.12241344456609,-0.10999999999999943,False
440,noise,buy,101.01685867467643,101.11685867467644,-0.10000000000000853,False
441,noise,sell,100.86526521957038,101.15526521957037,0.28999999999999204,True
442,noise,sell,100.85199574476096,101.15199574476095,0.29999999999999716,True
443,informed,buy,100.83525153475696,100.94525153475696,-0.10999999999999943,False
445,informed,buy,100.70589258075519,100.8058925807552,-0.10000000000000853,False
446,informed,buy,100.7828598356382,100.87285983563821,-0.09000000000000341,False
447,noise,buy,100.82951966024788,100.9095196602479,-0.0800000000000125,False
448,noise,buy,100.74553168161515,100.81553168161516,-0.07000000000000739,False
449,noise,sell,100.5041449898815,100.76414498988149,0.2599999999999909,True
450,noise,sell,100.38822363769259,100.65822363769259,0.269999999999996,True
451,noise,buy,100.57195572796526,100.65195572796527,-0.0800000000000125,False
453,noise,buy,100.57889735538183,100.64889735538183,-0.07000000000000739,False
454,noise,buy,100.63930200693362,100.69930200693362,-0.060000000000002274,False
455,noise,buy,100.59627624509636,100.64627624509637,-0.05000000000001137,False
456,noise,sell,100.32698896187014,100.56698896187014,0.23999999999999488,True
457,noise,sell,100.30628592587468,100.55628592587468,0.25,True
458,noise,sell,100.19276169363275,100.45276169363274,0.2599999999999909,True
