t,type,direction,pnl,is_win
0,noise,buy,0.10000000000000568,True
1,noise,buy,0.10000000000000568,True
2,noise,buy,0.10000000000000568,True
3,noise,buy,0.10000000000000568,True
5,noise,sell,0.10000000000000568,True
6,noise,buy,0.10000000000000568,True
8,noise,sell,0.10000000000000568,True
11,noise,buy,0.10000000000000568,True
14,noise,buy,0.10000000000000568,True
15,noise,buy,0.10000000000000568,True
19,noise,sell,0.10000000000000568,True
28,noise,buy,0.10000000000000568,True
31,noise,sell,0.10000000000000568,True
33,noise,buy,0.10000000000000568,True
36,noise,sell,0.10000000000000568,True
37,informed,sell,-0.07236853785589688,False
38,noise,buy,0.10000000000000568,True
41,noise,sell,0.10000000000000568,True
42,noise,buy,0.10000000000000568,True
43,noise,sell,0.10000000000000568,True
46,noise,buy,0.10000000000000568,True
47,noise,buy,0.10000000000000568,True
48,noise,buy,0.10000000000000568,True
51,noise,buy,0.10000000000000568,True
53,noise,buy,0.10000000000000568,True
61,noise,buy,0.10000000000000568,True
62,noise,buy,0.10000000000000568,True
63,noise,sell,0.10000000000000568,True
65,noise,buy,0.10000000000000568,True
66,noise,sell,0.10000000000000568,True
68,noise,buy,0.10000000000000568,True
74,informed,buy,-0.13037843092174056,False
75,noise,sell,0.10000000000000568,True
77,noise,sell,0.10000000000000568,True
78,noise,sell,0.10000000000000568,True
80,noise,sell,0.10000000000000568,True
81,noise,sell,0.10000000000000568,True
82,noise,buy,0.10000000000000568,True
83,noise,sell,0.10000000000000568,True
84,noise,sell,0.10000000000000568,True
85,noise,sell,0.10000000000000568,True
88,noise,sell,0.10000000000000568,True
90,noise,sell,0.10000000000000568,True
91,noise,sell,0.10000000000000568,True
92,noise,buy,0.10000000000000568,True
98,informed,sell,-0.09541502403287723,False
100,noise,sell,0.10000000000000568,True
101,noise,buy,0.10000000000000568,True
104,noise,buy,0.10000000000000568,True
105,noise,buy,0.10000000000000568,True
108,noise,sell,0.10000000000000568,True
114,noise,sell,0.10000000000000568,True
115,noise,sell,0.10000000000000568,True
118,noise,sell,0.10000000000000568,True
121,noise,buy,0.10000000000000568,True
122,noise,sell,0.10000000000000568,True
123,noise,sell,0.10000000000000568,True
125,informed,buy,-0.07758468947911297,False
133,noise,buy,0.10000000000000568,True
135,noise,sell,0.10000000000000568,True
138,noise,sell,0.10000000000000568,True
139,noise,buy,0.10000000000000568,True
142,noise,sell,0.10000000000000568,True
144,noise,buy,0.10000000000000568,True
145,noise,sell,0.10000000000000568,True
146,noise,buy,0.10000000000000568,True
147,noise,sell,0.10000000000000568,True
152,noise,buy,0.10000000000000568,True
154,noise,buy,0.10000000000000568,True
155,informed,buy,-0.05167447975337609,False
157,noise,buy,0.10000000000000568,True
159,noise,sell,0.10000000000000568,True
160,noise,sell,0.10000000000000568,True
161,noise,sell,0.10000000000000568,True
162,noise,buy,0.10000000000000568,True
163,noise,buy,0.10000000000000568,True
164,noise,buy,0.10000000000000568,True
166,noise,sell,0.10000000000000568,True
168,informed,buy,-0.06392971352072437,False
170,noise,buy,0.10000000000000568,True
171,noise,sell,0.10000000000000568,True
175,noise,sell,0.10000000000000568,True
177,noise,buy,0.10000000000000568,True
180,noise,sell,0.10000000000000568,True
182,noise,sell,0.10000000000000568,True
186,noise,sell,0.10000000000000568,True
187,noise,buy,0.10000000000000568,True
191,noise,buy,0.10000000000000568,True
192,noise,sell,0.10000000000000568,True
198,noise,sell,0.10000000000000568,True
199,noise,buy,0.10000000000000568,True
201,informed,buy,-0.05875809128423555,False
204,noise,sell,0.10000000000000568,True
205,noise,sell,0.10000000000000568,True
211,noise,sell,0.10000000000000568,True
216,noise,buy,0.10000000000000568,True
217,noise,buy,0.10000000000000568,True
218,noise,sell,0.10000000000000568,True
219,noise,sell,0.10000000000000568,True
224,noise,buy,0.10000000000000568,True
226,noise,sell,0.10000000000000568,True
227,noise,sell,0.10000000000000568,True
231,noise,buy,0.10000000000000568,True
233,noise,sell,0.10000000000000568,True
234,noise,sell,0.10000000000000568,True
245,noise,sell,0.10000000000000568,True
248,noise,sell,0.10000000000000568,True
250,noise,sell,0.10000000000000568,True
253,noise,buy,0.10000000000000568,True
257,noise,buy,0.10000000000000568,True
262,informed,sell,-0.07869890098106964,False
265,noise,sell,0.10000000000000568,True
269,noise,sell,0.10000000000000568,True
270,noise,buy,0.10000000000000568,True
271,noise,buy,0.10000000000000568,True
272,noise,buy,0.10000000000000568,True
274,noise,buy,0.10000000000000568,True
276,noise,sell,0.10000000000000568,True
277,noise,sell,0.10000000000000568,True
279,noise,buy,0.10000000000000568,True
281,noise,sell,0.10000000000000568,True
285,noise,sell,0.10000000000000568,True
290,noise,sell,0.10000000000000568,True
292,noise,buy,0.10000000000000568,True
293,noise,buy,0.10000000000000568,True
295,noise,sell,0.10000000000000568,True
296,noise,buy,0.10000000000000568,True
297,noise,buy,0.10000000000000568,True
301,noise,buy,0.10000000000000568,True
305,noise,sell,0.10000000000000568,True
308,noise,sell,0.10000000000000568,True
309,noise,sell,0.10000000000000568,True
310,noise,buy,0.10000000000000568,True
312,noise,buy,0.10000000000000568,True
314,noise,buy,0.10000000000000568,True
315,informed,buy,-0.06342744859765333,False
316,noise,buy,0.10000000000000568,True
319,noise,buy,0.10000000000000568,True
321,noise,buy,0.10000000000000568,True
324,noise,sell,0.10000000000000568,True
325,noise,buy,0.10000000000000568,True
326,noise,sell,0.10000000000000568,True
330,noise,buy,0.10000000000000568,True
331,noise,sell,0.10000000000000568,True
333,noise,buy,0.10000000000000568,True
334,informed,buy,-0.08965829224863171,False
335,noise,buy,0.10000000000000568,True
336,noise,buy,0.10000000000000568,True
340,noise,sell,0.10000000000000568,True
341,noise,buy,0.10000000000000568,True
342,informed,buy,-0.08564155178263207,False
345,noise,sell,0.10000000000000568,True
357,noise,sell,0.10000000000000568,True
358,noise,sell,0.10000000000000568,True
359,noise,sell,0.10000000000000568,True
360,noise,buy,0.10000000000000568,True
361,noise,buy,0.10000000000000568,True
362,noise,sell,0.10000000000000568,True
363,noise,sell,0.10000000000000568,True
365,noise,sell,0.10000000000000568,True
366,noise,sell,0.10000000000000568,True
378,noise,buy,0.10000000000000568,True
386,noise,sell,0.10000000000000568,True
388,noise,buy,0.10000000000000568,True
389,noise,buy,0.10000000000000568,True
391,noise,sell,0.10000000000000568,True
393,noise,buy,0.10000000000000568,True
394,noise,sell,0.10000000000000568,True
396,noise,buy,0.10000000000000568,True
403,informed,buy,-0.05995701220705314,False
404,noise,buy,0.10000000000000568,True
412,noise,sell,0.10000000000000568,True
413,noise,sell,0.10000000000000568,True
416,noise,buy,0.10000000000000568,True
417,noise,buy,0.10000000000000568,True
418,noise,buy,0.10000000000000568,True
422,noise,sell,0.10000000000000568,True
423,noise,sell,0.10000000000000568,True
424,noise,buy,0.10000000000000568,True
425,noise,sell,0.10000000000000568,True
428,noise,buy,0.10000000000000568,True
429,noise,sell,0.10000000000000568,True
430,noise,buy,0.10000000000000568,True
432,noise,buy,0.10000000000000568,True
433,noise,sell,0.10000000000000568,True
434,noise,sell,0.10000000000000568,True
438,noise,buy,0.10000000000000568,True
441,noise,sell,0.10000000000000568,True
442,noise,buy,0.10000000000000568,True
444,noise,sell,0.10000000000000568,True
448,noise,sell,0.10000000000000568,True
451,noise,buy,0.10000000000000568,True
453,noise,sell,0.10000000000000568,True
454,noise,sell,0.10000000000000568,True
456,noise,sell,0.10000000000000568,True
457,noise,buy,0.10000000000000568,True
458,noise,sell,0.10000000000000568,True
461,noise,sell,0.10000000000000568,True
463,noise,buy,0.10000000000000568,True
469,noise,buy,0.10000000000000568,True
471,noise,buy,0.10000000000000568,True
473,noise,buy,0.10000000000000568,True
474,noise,buy,0.10000000000000568,True
475,noise,sell,0.10000000000000568,True
476,noise,sell,0.10000000000000568,True
482,noise,sell,0.10000000000000568,True
483,noise,buy,0.10000000000000568,True
484,noise,sell,0.10000000000000568,True
485,noise,buy,0.10000000000000568,True
486,noise,sell,0.10000000000000568,True
487,noise,sell,0.10000000000000568,True
488,noise,sell,0.10000000000000568,True
489,noise,sell,0.10000000000000568,True
491,noise,sell,0.10000000000000568,True
495,noise,buy,0.10000000000000568,True
496,noise,sell,0.10000000000000568,True
497,noise,buy,0.10000000000000568,True
498,noise,sell,0.10000000000000568,True
499,noise,buy,0.10000000000000568,True
504,noise,sell,0.10000000000000568,True
506,noise,buy,0.10000000000000568,True
508,informed,sell,-0.1217646520719768,False
510,noise,sell,0.10000000000000568,True
512,noise,buy,0.10000000000000568,True
513,noise,buy,0.10000000000000568,True
514,noise,sell,0.10000000000000568,True
515,noise,sell,0.10000000000000568,True
518,noise,buy,0.10000000000000568,True
523,noise,sell,0.10000000000000568,True
524,noise,sell,0.10000000000000568,True
529,informed,buy,-0.06147293030068397,False
530,noise,buy,0.10000000000000568,True
531,noise,buy,0.10000000000000568,True
532,noise,sell,0.10000000000000568,True
540,noise,buy,0.10000000000000568,True
542,informed,sell,-0.05171033671830401,False
543,noise,sell,0.10000000000000568,True
544,noise,sell,0.10000000000000568,True
546,noise,sell,0.10000000000000568,True
548,noise,sell,0.10000000000000568,True
551,noise,buy,0.10000000000000568,True
557,noise,sell,0.10000000000000568,True
560,noise,buy,0.10000000000000568,True
561,noise,buy,0.10000000000000568,True
562,noise,sell,0.10000000000000568,True
564,informed,buy,-0.05686819188412358,False
565,noise,buy,0.10000000000000568,True
568,noise,buy,0.10000000000000568,True
572,noise,sell,0.10000000000000568,True
573,noise,sell,0.10000000000000568,True
574,noise,buy,0.10000000000000568,True
578,noise,buy,0.10000000000000568,True
579,noise,sell,0.10000000000000568,True
584,noise,buy,0.10000000000000568,True
585,noise,buy,0.10000000000000568,True
586,noise,sell,0.10000000000000568,True
587,noise,buy,0.10000000000000568,True
588,noise,buy,0.10000000000000568,True
589,noise,buy,0.10000000000000568,True
590,noise,buy,0.10000000000000568,True
591,noise,sell,0.10000000000000568,True
593,noise,sell,0.10000000000000568,True
598,noise,buy,0.10000000000000568,True
602,noise,sell,0.10000000000000568,True
603,noise,buy,0.10000000000000568,True
604,noise,sell,0.10000000000000568,True
606,informed,sell,-0.08950068935976958,False
607,noise,buy,0.10000000000000568,True
613,noise,buy,0.10000000000000568,True
615,noise,sell,0.10000000000000568,True
620,noise,buy,0.10000000000000568,True
621,noise,sell,0.10000000000000568,True
623,noise,buy,0.10000000000000568,True
625,noise,sell,0.10000000000000568,True
626,noise,buy,0.10000000000000568,True
627,noise,buy,0.10000000000000568,True
630,noise,buy,0.10000000000000568,True
631,noise,sell,0.10000000000000568,True
633,noise,buy,0.10000000000000568,True
642,noise,buy,0.10000000000000568,True
644,noise,sell,0.10000000000000568,True
647,noise,buy,0.10000000000000568,True
648,noise,buy,0.10000000000000568,True
653,noise,sell,0.10000000000000568,True
657,noise,sell,0.10000000000000568,True
659,noise,sell,0.10000000000000568,True
660,noise,buy,0.10000000000000568,True
662,noise,buy,0.10000000000000568,True
663,noise,sell,0.10000000000000568,True
669,noise,sell,0.10000000000000568,True
670,noise,sell,0.10000000000000568,True
671,noise,buy,0.10000000000000568,True
673,noise,sell,0.10000000000000568,True
674,noise,sell,0.10000000000000568,True
678,informed,sell,-0.0860411502196456,False
679,noise,sell,0.10000000000000568,True
